Código,Tipo de institución,Nombre de institución,Acreditación institución (al 31 de octubre 2025),Área,Nombre carrera genérica,Nombre carrera (del título),% titulados con continuidad de estudios,Retención 1er año,Duración Real (semestres),Empleabilidad 1er año,Empleabilidad 2° año,Ingreso Promedio al 4° año
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.034482758620689655,0.8777777777777778,12.326923076923098,0.768,0.7969924812030075,De $1 millón a $1 millón 100 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.0273972602739726,0.8823529411764706,12.0740740740741,0.751937984496124,0.8170731707317073,De $1 millón a $1 millón 100 mil
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.014925373134328358,0.8805970149253731,10.72,0.5765765765765766,0.6716417910447762,De $1 millón a $1 millón 100 mil
81,Universidades,UNIVERSIDAD ARTURO PRAT,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0,0.6875,s/i,0.6268656716417911,0.74,s/i
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Comunicación en Lengua Inglesa,0.028985507246376812,0.9137931034482759,11.714285714285692,0.4915254237288136,0.6176470588235294,De $1 millón a $1 millón 100 mil
31,Universidades,UNIVERSIDAD AUTONOMA DE CHILE,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.004149377593360996,0.8833333333333333,10.05,0.5144230769230769,0.7389380530973452,De $900 mil a $1 millón
50,Universidades,UNIVERSIDAD BERNARDO O'HIGGINS,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.02040816326530612,0.8275862068965517,s/i,0.5384615384615384,0.7692307692307693,s/i
42,Universidades,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,4 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.019230769230769232,0.8205128205128205,10.3333333333333,0.6770833333333334,0.7708333333333334,De $1 millón a $1 millón 100 mil
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Educación Media en Inglés,0.03205128205128205,0.9012345679012346,13.68,0.37410071942446044,0.6601941747572816,De $1 millón a $1 millón 100 mil
94,Universidades,UNIVERSIDAD CATOLICA DE TEMUCO,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.008695652173913044,0.7638888888888888,12.923076923076902,0.5392156862745098,0.6666666666666666,De $1 millón a $1 millón 100 mil
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.014598540145985401,0.872093023255814,11.7894736842105,0.5862068965517241,0.7301587301587301,s/i
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.03488372093023256,0.9473684210526315,s/i,0.7619047619047619,0.8351648351648352,De $1 millón 200 mil a $1 millón 300 mil
79,Universidades,UNIVERSIDAD DE ATACAMA,4 años,Educación,Pedagogía en Idiomas,Licenciatura en Inglés y Pedagogía en Inglés,0.07462686567164178,0.7878787878787878,s/i,0.7454545454545455,,s/i
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.050314465408805034,0.8505747126436781,11.777777777777766,0.6126760563380281,0.7959183673469388,De $900 mil a $1 millón
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.034482758620689655,0.8787878787878788,11.1612903225806,0.4935064935064935,0.6464646464646465,De $900 mil a $1 millón
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.017241379310344827,0.7924528301886793,11.440000000000037,0.6836734693877551,0.6741573033707865,s/i
83,Universidades,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.040229885057471264,0.782051282051282,12.139999999999985,0.5625,0.7071428571428572,De $900 mil a $1 millón
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.036036036036036036,0.9333333333333333,11.7916666666667,0.8350515463917526,0.8367346938775511,De $1 millón a $1 millón 100 mil
78,Universidades,UNIVERSIDAD DE TALCA,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Educación Media en Inglés y Alemán,0,0.9230769230769231,s/i,0.4727272727272727,0.7368421052631579,s/i
80,Universidades,UNIVERSIDAD DE TARAPACA,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.05,0.8529411764705882,s/i,0.6744186046511628,0.8064516129032258,s/i
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.01639344262295082,0.8275862068965517,11.4883720930233,0.5636363636363636,0.6782608695652174,De $900 mil a $1 millón
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.00684931506849315,0.9056603773584906,11.5238095238095,0.8345864661654135,0.8558558558558559,s/i
10,Universidades,UNIVERSIDAD MAYOR,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés para Educación Básica y Media,0.125,s/i,11,0.7160493827160493,0.8452380952380952,De $1 millón 100 mil a $1 millón 200 mil
82,Universidades,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,4 años,Educación,Pedagogía en Idiomas,"Pedagogía en Inglés, Francés y/o Alemán",0.009950248756218905,0.92,11.694915254237305,0.7452229299363057,0.8403361344537815,De $1 millón 100 mil a $1 millón 200 mil
39,Universidades,UNIVERSIDAD SAN SEBASTIAN,5 años,Educación,Pedagogía en Idiomas,Pedagogía en Educación Media en Inglés,0.03614457831325301,0.8303571428571429,11.928571428571402,0.5169082125603864,0.6752136752136753,De $1 millón a $1 millón 100 mil
13,Universidades,UNIVERSIDAD SANTO TOMAS,4 años,Educación,Pedagogía en Idiomas,Pedagogía en Inglés,0.041666666666666664,s/i,s/i,0.7,,De $1 millón a $1 millón 100 mil
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano ,0.09219858156028368,0.9142857142857143,11.090909090909086,0.75,0.782051282051282,De $1 millón 100 mil a $1 millón 200 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lengua Castellana y Comunicación,0.0392156862745098,0.6956521739130435,11.04,0.9230769230769231,0.9230769230769231,s/i
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lenguaje y Comunicación,0.0684931506849315,0.8723404255319149,11.41176470588233,0.6885245901639344,,s/i
31,Universidades,UNIVERSIDAD AUTONOMA DE CHILE,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano y en Lengua Castellana y Comunicación,0.04081632653061224,0.7837837837837838,s/i,0.7608695652173914,0.8793103448275862,De $1 millón 100 mil a $1 millón 200 mil
42,Universidades,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,4 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano,0.03488372093023256,0.8148148148148148,10.4193548387097,0.9493670886075949,0.9152542372881356,s/i
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Educación Media en Lenguaje y Comunicación,0.06565656565656566,0.8666666666666667,11.3,0.75,0.8333333333333334,De $1 millón 100 mil a $1 millón 200 mil
94,Universidades,UNIVERSIDAD CATOLICA DE TEMUCO,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lengua Castellana y Comunicación,0,0.7727272727272727,10.52,0.7605633802816901,0.9298245614035088,s/i
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lengua Castellana y Comunicación,0.03954802259887006,0.8596491228070176,10.5952380952381,0.7797619047619048,0.8206896551724138,De $1 millón 100 mil a $1 millón 200 mil
73,Universidades,UNIVERSIDAD DE ANTOFAGASTA,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lenguaje y Comunicación,0.125,0.6666666666666666,s/i,0.96,0.94,s/i
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Español,0.08163265306122448,0.9333333333333333,11.923076923076902,0.7727272727272727,0.8235294117647058,De $1 millón 100 mil a $1 millón 200 mil
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano y Comunicación,0.04395604395604396,0.875,10.4814814814815,0.8823529411764706,0.8552631578947368,s/i
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano y Filosofía,0.0963855421686747,0.9454545454545454,11.269230769230738,0.8378378378378378,0.9310344827586207,s/i
895,Universidades,UNIVERSIDAD DE O'HIGGINS,4 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lenguaje y Comunicación,0,0.8846153846153846,10.7,0.8548387096774194,,s/i
83,Universidades,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano ,0.031914893617021274,0.8431372549019608,11.037735849056638,0.83125,0.8771929824561403,De $1 millón 100 mil a $1 millón 200 mil
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano ,0,0.851063829787234,12.46875,0.8701298701298701,0.9777777777777777,De $1 millón 300 mil a $1 millón 400 mil
80,Universidades,UNIVERSIDAD DE TARAPACA,6 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano y Comunicación,0.016129032258064516,0.8529411764705882,s/i,0.9019607843137255,,s/i
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano y Comunicación,0.07317073170731707,0.85,12.5277777777778,0.7685185185185185,0.8169014084507042,De $1 millón 100 mil a $1 millón 200 mil
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Lengua Castellana y Comunicación,0.04225352112676056,s/i,s/i,0.8833333333333333,0.864406779661017,s/i
82,Universidades,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,4 años,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",Pedagogía en Castellano ,0.048484848484848485,0.8536585365853658,12.7619047619048,0.9432624113475178,0.9292035398230089,De $1 millón 200 mil a $1 millón 300 mil
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Educación Mediaen Matemática,0.056818181818181816,0.875,s/i,0.9487179487179487,0.921875,s/i
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemáticas,0.058823529411764705,0.8611111111111112,9.66666666666667,0.875968992248062,0.927007299270073,De $1 millón 100 mil a $1 millón 200 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemáticas,0.015151515151515152,0.6785714285714286,s/i,0.9,,s/i
42,Universidades,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,4 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemáticas e Informática Educativa,0,s/i,s/i,0.9491525423728814,,s/i
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Educación Media en Matemática,0.08163265306122448,s/i,11.4285714285714,0.8045977011494253,0.9178082191780822,s/i
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemática y Computación,0.020202020202020204,0.8536585365853658,10.2564102564103,0.9247311827956989,0.9636363636363636,De $1 millón 100 mil a $1 millón 200 mil
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía Educación Media en Matemática y Física,0.05172413793103448,0.7843137254901961,12.2291666666667,0.9702970297029703,0.9690721649484536,De $1 millón 300 mil a $1 millón 400 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemática y Computación y en Matemáticas y Educación Tecnológica,0.11965811965811966,0.8571428571428571,12.224137931034473,0.9230769230769231,0.946236559139785,De $1 millón 300 mil a $1 millón 400 mil
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemáticas y Computación,0.02857142857142857,0.7333333333333333,11.342857142857127,0.9107142857142857,,s/i
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemática y Computación,0.07608695652173914,0.6666666666666666,13.7575757575758,0.9487179487179487,1,De $1 millón 300 mil a $1 millón 400 mil
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Educación Matemática,0.045454545454545456,0.52,s/i,0.8421052631578947,0.9148936170212766,De $1 millón 200 mil a $1 millón 300 mil
82,Universidades,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,4 años,Educación,Pedagogía en Matemáticas y Computación,Pedagogía en Matemática ,0.04827586206896552,0.7241379310344828,12.436363636363598,0.9416666666666667,0.9711538461538461,De $1 millón 300 mil a $1 millón 400 mil
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Ciencias Sociales,Periodismo,Periodismo - Dirección Audiovisual - Publicidad,0.026022304832713755,0.9428571428571428,11.0240963855422,0.8625,0.889344262295082,De $1 millón 500 mil a $1 millón 600 mil
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Ciencias Sociales,Periodismo,Periodismo,0.03723404255319149,0.8617021276595744,9.66216216216216,0.6918238993710691,0.8243243243243243,De $1 millón 200 mil a $1 millón 300 mil
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Ciencias Sociales,Periodismo,Periodismo,0.01764705882352941,s/i,11.157142857142846,0.7894736842105263,0.7793103448275862,De $1 millón 500 mil a $1 millón 600 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Ciencias Sociales,Periodismo,Periodismo,0.03225806451612903,0.8059701492537313,11.631578947368434,0.7153284671532847,0.8484848484848485,s/i
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Ciencias Sociales,Periodismo,Periodismo,0.0091324200913242,0.8333333333333334,9.86206896551724,0.5139664804469274,0.6936416184971098,De $1 millón 100 mil a $1 millón 200 mil
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Ciencias Sociales,Periodismo,Periodismo,0.022727272727272728,0.8478260869565217,11.8275862068966,0.6301369863013698,0.6507936507936508,s/i
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Ciencias Sociales,Periodismo,Periodismo,0.05755395683453238,0.8987341772151899,12.9487179487179,0.6456692913385826,0.8172043010752689,De $1 millón 100 mil a $1 millón 200 mil
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Ciencias Sociales,Periodismo,Periodismo,0.019736842105263157,0.972972972972973,10.9032258064516,0.7307692307692307,0.75,De $1 millón 400 mil a $1 millón 500 mil
4,Universidades,UNIVERSIDAD CENTRAL DE CHILE,5 años,Ciencias Sociales,Periodismo,Periodismo,0.02857142857142857,0.8928571428571429,12.5806451612903,0.6373626373626373,0.8115942028985508,s/i
26,Universidades,"UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC",3 años,Ciencias Sociales,Periodismo,Periodismo,0.0375,0.7272727272727273,12.466666666666649,0.5526315789473685,0.7948717948717948,s/i
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Ciencias Sociales,Periodismo,Periodismo,0.052083333333333336,0.94,12.6715328467153,0.7658730158730159,0.852017937219731,De $1 millón 300 mil a $1 millón 400 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Ciencias Sociales,Periodismo,Periodismo,0.023076923076923078,0.9,12.206896551724098,0.7017543859649122,0.6826923076923077,De $1 millón 100 mil a $1 millón 200 mil
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Ciencias Sociales,Periodismo,Periodismo,0.02564102564102564,0.9696969696969697,s/i,0.5,0.6481481481481481,s/i
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Ciencias Sociales,Periodismo,Periodismo,0.05217391304347826,0.8947368421052632,13.3921568627451,0.5555555555555556,0.6428571428571429,De $1 millón 200 mil a $1 millón 300 mil
19,Universidades,UNIVERSIDAD DE LAS AMERICAS,5 años,Ciencias Sociales,Periodismo,Periodismo,0,0.7380952380952381,s/i,0.6363636363636364,,s/i
34,Universidades,UNIVERSIDAD DE LOS ANDES,6 años,Ciencias Sociales,Periodismo,Periodismo,0.06077348066298342,0.9411764705882353,10.3055555555556,0.7283950617283951,0.8176100628930818,De $1 millón 500 mil a $1 millón 600 mil
83,Universidades,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,5 años,Ciencias Sociales,Periodismo,Periodismo,0.031578947368421054,0.8064516129032258,13.1315789473684,0.725,0.7808219178082192,s/i
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Ciencias Sociales,Periodismo,Periodismo,0.051470588235294115,0.8387096774193549,11.4166666666667,0.7254901960784313,0.75,De $1 millón 200 mil a $1 millón 300 mil
22,Universidades,UNIVERSIDAD DE VIÑA DEL MAR,4 años,Ciencias Sociales,Periodismo,Periodismo,0.022900763358778626,s/i,s/i,0.3368421052631579,0.5,s/i
45,Universidades,UNIVERSIDAD DEL DESARROLLO,6 años,Ciencias Sociales,Periodismo,Periodismo,0.0149812734082397,0.8785046728971962,10.90425531914895,0.7573221757322176,0.8599033816425121,De $1 millón 500 mil a $1 millón 600 mil
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Ciencias Sociales,Periodismo,Periodismo,0.05574912891986063,0.9225806451612903,10.6942148760331,0.7443609022556391,0.8652482269503546,De $1 millón 300 mil a $1 millón 400 mil
2,Universidades,UNIVERSIDAD FINIS TERRAE,5 años,Ciencias Sociales,Periodismo,Periodismo,0.021505376344086023,0.8125,11.8125,0.6144578313253012,0.8,De $1 millón 300 mil a $1 millón 400 mil
10,Universidades,UNIVERSIDAD MAYOR,5 años,Ciencias Sociales,Periodismo,Periodismo,0.03571428571428571,s/i,s/i,0.4523809523809524,0.6304347826086957,s/i
13,Universidades,UNIVERSIDAD SANTO TOMAS,4 años,Ciencias Sociales,Periodismo,Periodismo,0.013513513513513514,s/i,s/i,0.6909090909090909,0.7796610169491526,De $1 millón 300 mil a $1 millón 400 mil
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Educación,Programas de Formación Pedagógica,Programa de Formación Pedagógica para Licenciados,0.06716417910447761,s/i,s/i,0.8288043478260869,0.875,De $1 millón 300 mil a $1 millón 400 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Educación,Programas de Formación Pedagógica,Pedagogía para Profesionales,0.033112582781456956,s/i,s/i,0.8918918918918919,,s/i
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Educación,Programas de Formación Pedagógica,Pedagogía en Educación Media para Licenciados,0.04207573632538569,s/i,s/i,0.7696476964769647,0.8416030534351145,De $1 millón 100 mil a $1 millón 200 mil
34,Universidades,UNIVERSIDAD DE LOS ANDES,6 años,Educación,Programas de Formación Pedagógica,Programa de Pedagogía en Educación Media,0.02631578947368421,s/i,s/i,0.8607594936708861,0.8913043478260869,De $1 millón 500 mil a $1 millón 600 mil
45,Universidades,UNIVERSIDAD DEL DESARROLLO,6 años,Educación,Programas de Formación Pedagógica,Programas de Formación Pedagógica para Licenciados y Profesionales,0.07228915662650602,s/i,s/i,0.8222222222222222,0.810126582278481,s/i
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Ciencias Sociales,Psicología,Psicología,0.0979020979020979,0.954248366013072,11.6292682926829,0.696078431372549,0.8514644351464435,De $1 millón 400 mil a $1 millón 500 mil
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Ciencias Sociales,Psicología,Psicología,0.01762114537444934,0.9327731092436975,10.8953488372093,0.6243386243386243,0.7932960893854749,De $1 millón 100 mil a $1 millón 200 mil
11,Universidades,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,4 años,Ciencias Sociales,Psicología,Psicología,0.022727272727272728,0.8952879581151832,12.555555555555575,0.5751295336787565,0.6666666666666666,De $1 millón 100 mil a $1 millón 200 mil
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Ciencias Sociales,Psicología,Psicología,0.04477611940298507,0.9337016574585635,12.011494252873542,0.6560283687943262,0.8141891891891891,De $1 millón 500 mil a $1 millón 600 mil
38,Universidades,UNIVERSIDAD ADVENTISTA DE CHILE,3 años,Ciencias Sociales,Psicología,Psicología,0.013888888888888888,0.7962962962962963,11.15,0.5528455284552846,0.796875,De $1 millón a $1 millón 100 mil
69,Universidades,UNIVERSIDAD ALBERTO HURTADO,5 años,Ciencias Sociales,Psicología,Psicología,0.023622047244094488,0.9520958083832335,11.9387755102041,0.6392961876832844,0.8072289156626506,De $1 millón 100 mil a $1 millón 200 mil
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Ciencias Sociales,Psicología,Psicología,0.012025316455696202,0.8671128107074569,10.668965517241368,0.5186656076250993,0.72,De $1 millón 200 mil a $1 millón 300 mil
81,Universidades,UNIVERSIDAD ARTURO PRAT,5 años,Ciencias Sociales,Psicología,Psicología,0,0.8518518518518519,10.634920634920631,0.49404761904761907,0.8397790055248618,De $1 millón 100 mil a $1 millón 200 mil
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Ciencias Sociales,Psicología,Psicología,0.034161490683229816,0.9240506329113924,11.673611111111143,0.5971223021582733,0.7567567567567568,De $1 millón 200 mil a $1 millón 300 mil
31,Universidades,UNIVERSIDAD AUTONOMA DE CHILE,5 años,Ciencias Sociales,Psicología,Psicología,0.013317191283292978,0.9210191082802548,10.702517162471388,0.5315315315315315,0.7512915129151292,De $1 millón 100 mil a $1 millón 200 mil
50,Universidades,UNIVERSIDAD BERNARDO O'HIGGINS,5 años,Ciencias Sociales,Psicología,Psicología,0.007142857142857143,0.9126984126984127,11.488888888888917,0.4975845410628019,0.6411483253588517,De $1 millón a $1 millón 100 mil
7,Universidades,UNIVERSIDAD BOLIVARIANA,No,Ciencias Sociales,Psicología,Psicología,0.0070921985815602835,s/i,11.32500000000002,0.7254901960784313,,s/i
42,Universidades,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,4 años,Ciencias Sociales,Psicología,Psicología,0.007782101167315175,0.9083969465648855,10.4864864864865,0.4782608695652174,0.7615176151761518,De $1 millón 100 mil a $1 millón 200 mil
94,Universidades,UNIVERSIDAD CATOLICA DE TEMUCO,5 años,Ciencias Sociales,Psicología,Psicología,0.004761904761904762,0.9367088607594937,10.7555555555556,0.6042780748663101,0.8370786516853933,De $1 millón 100 mil a $1 millón 200 mil
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Ciencias Sociales,Psicología,Psicología,0,0.959731543624161,10.905263157894698,0.7164948453608248,0.8,De $1 millón 100 mil a $1 millón 200 mil
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Ciencias Sociales,Psicología,Psicología,0.029661016949152543,0.9375,11.2916666666667,0.7268292682926829,0.8848167539267016,De $1 millón 300 mil a $1 millón 400 mil
4,Universidades,UNIVERSIDAD CENTRAL DE CHILE,5 años,Ciencias Sociales,Psicología,Psicología,0.020618556701030927,0.9111111111111111,11.109756097560947,0.6169354838709677,0.7532467532467533,De $1 millón 200 mil a $1 millón 300 mil
46,Universidades,UNIVERSIDAD DE ACONCAGUA,No,Ciencias Sociales,Psicología,Psicología,0.011235955056179775,0.6129032258064516,13.295652173913052,0.8020833333333334,0.8985507246376812,De $1 millón 100 mil a $1 millón 200 mil
73,Universidades,UNIVERSIDAD DE ANTOFAGASTA,5 años,Ciencias Sociales,Psicología,Psicología,0.027777777777777776,0.8913043478260869,12.6129032258065,0.5859872611464968,0.8525641025641025,De $1 millón 300 mil a $1 millón 400 mil
79,Universidades,UNIVERSIDAD DE ATACAMA,4 años,Ciencias Sociales,Psicología,Psicología,0.04,0.8974358974358975,11.9365079365079,0.896774193548387,0.8758620689655172,s/i
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Ciencias Sociales,Psicología,Psicología,0.045936395759717315,0.9327731092436975,15.658064516129,0.7468354430379747,0.776255707762557,De $1 millón 300 mil a $1 millón 400 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Ciencias Sociales,Psicología,Psicología,0.08260869565217391,0.896551724137931,10.7058823529412,0.5502392344497608,0.7616580310880829,De $1 millón 100 mil a $1 millón 200 mil
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Ciencias Sociales,Psicología,Psicología,0.11219512195121951,0.881578947368421,10.6,0.5238095238095238,0.7528089887640449,De $1 millón 100 mil a $1 millón 200 mil
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Ciencias Sociales,Psicología,Psicología,0.04201680672268908,0.9814814814814815,11.4642857142857,0.7572815533980582,0.8245614035087719,De $1 millón 100 mil a $1 millón 200 mil
19,Universidades,UNIVERSIDAD DE LAS AMERICAS,5 años,Ciencias Sociales,Psicología,Psicología,0.01919191919191919,0.8887652947719689,11.846547314577998,0.5286885245901639,0.7369727047146402,De $1 millón 100 mil a $1 millón 200 mil
34,Universidades,UNIVERSIDAD DE LOS ANDES,6 años,Ciencias Sociales,Psicología,Psicología,0.011406844106463879,0.9540229885057471,11.485436893203902,0.5274261603375527,0.8464730290456431,De $1 millón 500 mil a $1 millón 600 mil
84,Universidades,UNIVERSIDAD DE LOS LAGOS,5 años,Ciencias Sociales,Psicología,Psicología,0.004219409282700422,0.8933823529411765,11.406976744186055,0.4365482233502538,0.7348066298342542,De $1 millón a $1 millón 100 mil
